Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0525,Free State,Cow,89,36.3,688.1,3.3,7,1,Healthy,Native Veld,13.29,8.6,71.0,72.8,Yes,Negative,23.7,304,Autumn,33.2,78.0,1540,Poor,218,Strip,Up to date,Regular,Extensive,AI,,0.614,51.6,206.9,120.0,5.81,125.81,3522.68,191.45,444.73,636.18,900.0,4158.86,3258.86,14.54,No,No,No,No,0,120.0,5.81,125.81,191.45,444.73,900.0,4158.86,3258.86,14.54,120.0,5.81,125.81,191.45,444.73,900.0,4158.86,3258.86,0.614,14.541,0.0,0.0,0.0
BSM-0526,North West,Cow,74,32.7,818.7,4.5,7,2,Healthy,Improved Pasture,16.16,11.2,59.1,92.2,Yes,Positive,27.1,489,Summer,49.6,85.7,1199,Good,39,Rotational,Up to date,Regular,Extensive,AI,Manual,1.278,89.6,167.6,120.0,6.5,126.5,3542.0,358.23,704.26,1062.49,900.0,4604.49,3704.49,7.94,No,No,No,Yes,1,120.0,6.5,126.5,358.23,704.26,900.0,4604.49,3704.49,7.94,120.0,6.5,126.5,50.722,704.26,916.955,4296.982,3380.027,1.278,7.246,0.0,324.463,8.76
BSM-0527,North West,Cow,98,34.3,811.3,3.6,5,1,Healthy,Improved Pasture,17.37,14.8,71.0,90.2,No,Positive,18.3,491,Summer,43.9,69.3,1012,Fair,74,Strip,Partial,Regular,Semi-intensive,Natural mating,Manual,0.887,87.1,234.2,120.0,15.0,135.0,3780.0,371.99,1000.31,1372.3,900.0,5152.3,4252.3,13.13,No,No,No,No,0,120.0,15.0,135.0,371.99,1000.31,900.0,5152.3,4252.3,13.13,120.0,15.0,135.0,371.99,1000.31,900.0,5152.3,4252.3,0.887,13.134,0.0,0.0,0.0
BSM-0528,Limpopo,Cow,100,26.7,760.0,4.8,7,0,Healthy,Mixed,16.78,9.0,68.1,89.6,Yes,Positive,23.4,424,Autumn,58.9,80.0,731,Fair,265,Strip,Partial,Regular,Extensive,Natural mating,Manual,0.996,66.5,224.4,120.0,6.51,126.51,3542.28,274.83,587.64,862.47,900.0,4404.75,3504.75,9.64,Yes,No,No,No,1,120.0,6.51,126.51,274.83,587.64,900.0,4404.75,3504.75,9.64,97.044,6.51,103.554,274.83,538.714,900.0,3713.056,2813.056,1.0874,7.088,22.956,691.694,19.74
BSM-0529,Limpopo,Heifer,19,35.2,198.8,4.8,4,0,Healthy,Improved Pasture,4.27,11.3,60.6,18.9,Yes,Negative,23.7,463,Autumn,56.1,80.3,771,Good,270,Strip,Up to date,Regular,Extensive,Natural mating,Manual,1.315,,168.9,93.96,1.82,95.78,2681.84,343.1,187.75,530.85,900.0,3212.69,2312.69,4.82,Yes,No,Yes,No,2,93.96,1.82,95.78,343.1,187.75,900.0,3212.69,2312.69,4.82,67.737,1.82,69.557,316.415,169.463,934.635,2433.474,1498.839,1.4048,2.923,26.223,813.851,35.19
BSM-0530,Free State,Cow,37,30.4,315.7,2.2,3,0,Healthy,Improved Pasture,8.09,8.2,64.8,36.2,Yes,Positive,22.7,418,Winter,54.1,78.3,1521,Fair,79,Strip,Up to date,Regular,Intensive,Natural mating,,0.864,80.4,178.1,120.0,15.0,135.0,3780.0,444.78,258.13,702.91,417.98,4482.91,4064.93,12.89,No,No,No,No,0,120.0,15.0,135.0,444.78,258.13,417.98,4482.91,4064.93,12.89,120.0,15.0,135.0,444.78,258.13,417.98,4482.91,4064.93,0.864,12.89,0.0,0.0,0.0
BSM-0531,Free State,Cow,105,29.6,924.0,3.4,4,6,Healthy,Mixed,17.53,10.6,59.6,100.3,No,Positive,23.8,496,Autumn,45.7,79.4,1536,Good,182,Strip,Up to date,Occasional,Extensive,AI,Manual,1.222,53.5,221.4,120.0,6.08,126.08,3530.24,243.33,723.04,966.37,900.0,4496.61,3596.61,8.06,No,No,No,No,0,120.0,6.08,126.08,243.33,723.04,900.0,4496.61,3596.61,8.06,120.0,6.08,126.08,243.33,723.04,900.0,4496.61,3596.61,1.222,8.064,0.0,0.0,0.0
BSM-0532,Free State,Heifer,14,31.8,126.0,3.8,5,0,Healthy,Crop Residue,2.71,8.6,62.3,14.3,No,Positive,19.1,353,Spring,36.9,70.1,1731,Good,221,Strip,Partial,Regular,Extensive,Natural mating,Manual,0.656,,234.9,64.27,1.02,65.29,1828.12,214.9,90.69,305.59,900.0,2133.71,1233.71,5.15,No,No,No,No,0,64.27,1.02,65.29,214.9,90.69,900.0,2133.71,1233.71,5.15,64.27,1.02,65.29,214.9,90.69,900.0,2133.71,1233.71,0.656,5.152,0.0,0.0,0.0
BSM-0533,Free State,Heifer,11,29.1,115.8,2.8,8,0,Healthy,Native Veld,3.05,10.3,51.3,7.0,No,Positive,22.3,302,Summer,67.1,78.8,1790,Good,246,Rotational,Up to date,Regular,Semi-intensive,Both,Manual,1.375,,158.4,78.54,3.32,81.86,2292.08,163.8,122.24,286.04,900.0,2578.12,1678.12,3.34,No,No,No,No,0,78.54,3.32,81.86,163.8,122.24,900.0,2578.12,1678.12,3.34,78.54,3.32,81.86,163.8,122.24,900.0,2578.12,1678.12,1.375,3.344,0.0,0.0,0.0
BSM-0534,North West,Cow,62,32.0,468.4,3.2,5,2,Healthy,Native Veld,8.74,10.4,65.3,55.2,No,Neutral,20.7,453,Autumn,74.0,76.7,1116,Good,148,Continuous,Up to date,Regular,Semi-intensive,Both,,0.387,76.9,164.9,120.0,9.49,129.49,3625.72,181.68,353.69,535.37,900.0,4161.09,3261.09,23.09,No,No,Yes,No,1,120.0,9.49,129.49,181.68,353.69,900.0,4161.09,3261.09,23.09,107.675,9.49,117.165,171.45,353.69,926.462,3805.76,2879.298,0.387,20.384,12.325,381.792,11.71
BSM-0535,Free State,Cow,51,31.6,301.6,4.0,3,1,Recovered,Improved Pasture,8.27,15.9,51.2,26.7,Yes,Positive,18.2,386,Winter,77.2,72.5,1710,Good,64,Continuous,Up to date,Regular,Extensive,Natural mating,,1.097,51.2,186.4,120.0,4.14,124.14,3475.92,351.07,511.65,862.72,900.0,4338.64,3438.64,8.59,No,No,No,No,0,120.0,4.14,124.14,351.07,511.65,900.0,4338.64,3438.64,8.59,120.0,4.14,124.14,351.07,511.65,900.0,4338.64,3438.64,1.097,8.588,0.0,0.0,0.0
BSM-0536,Free State,Bull,26,35.2,262.0,2.7,7,0,Healthy,Improved Pasture,7.3,16.0,68.0,28.3,Yes,Positive,16.5,409,Autumn,32.9,65.0,1319,Poor,216,Continuous,Up to date,Regular,Semi-intensive,Natural mating,,1.027,,135.7,120.0,8.66,128.66,3602.48,385.48,454.48,839.96,423.69,4442.44,4018.75,10.72,No,Yes,No,Yes,2,120.0,8.66,128.66,385.48,454.48,423.69,4442.44,4018.75,10.72,93.584,8.66,102.244,125.078,397.256,436.713,3385.166,2948.453,1.0188,7.929,26.416,1070.297,26.63
BSM-0537,Free State,Cow,107,36.5,694.5,3.8,6,6,Mild Illness,Crop Residue,13.12,8.0,68.1,47.0,Yes,Positive,22.2,355,Summer,67.0,78.7,1225,Good,185,Continuous,Up to date,Regular,Extensive,Both,Digital,0.511,80.3,190.5,120.0,5.96,125.96,3526.88,241.56,408.41,649.97,900.0,4176.85,3276.85,17.57,No,Yes,No,No,1,120.0,5.96,125.96,241.56,408.41,900.0,4176.85,3276.85,17.57,92.532,5.96,98.492,241.56,363.117,900.0,3362.453,2462.453,0.5119,13.179,27.468,814.397,24.85
BSM-0538,Limpopo,Heifer,10,36.4,113.9,4.1,5,0,Healthy,Crop Residue,2.38,13.5,55.2,9.5,Yes,Positive,26.4,588,Autumn,66.3,86.1,510,Fair,266,Continuous,Up to date,Regular,Extensive,AI,Digital,0.728,,219.6,56.32,0.7,57.02,1596.56,253.16,125.02,378.18,900.0,1974.74,1074.74,4.04,Yes,No,Yes,No,2,56.32,0.7,57.02,253.16,125.02,900.0,1974.74,1074.74,4.04,42.287,0.7,42.987,234.092,110.632,937.471,1548.36,610.889,0.7967,2.101,14.033,463.851,43.16
BSM-0539,North West,Cow,50,25.2,494.7,2.3,3,1,Healthy,Improved Pasture,10.75,7.5,57.1,37.7,No,Negative,25.1,382,Summer,77.4,84.9,1090,Fair,245,Strip,Up to date,Regular,Extensive,AI,Digital,0.644,57.9,154.0,120.0,4.67,124.67,3490.76,314.9,313.72,628.62,900.0,4119.38,3219.38,13.7,No,Yes,No,No,1,120.0,4.67,124.67,314.9,313.72,900.0,4119.38,3219.38,13.7,97.144,4.67,101.814,314.9,270.533,900.0,3436.225,2536.225,0.6258,11.103,22.856,683.155,21.22
BSM-0540,Limpopo,Cow,25,29.2,173.0,3.5,6,2,Healthy,Mixed,4.46,7.3,60.6,13.4,Yes,Negative,29.2,446,Autumn,42.6,88.8,306,Good,299,Rotational,Up to date,Regular,Extensive,AI,Manual,0.404,54.6,193.2,108.57,1.64,110.21,3085.88,225.17,126.69,351.86,900.0,3437.74,2537.74,17.21,Yes,No,No,Yes,2,108.57,1.64,110.21,225.17,126.69,900.0,3437.74,2537.74,17.21,96.76,1.64,98.4,69.52,114.187,916.542,2938.907,2022.365,0.4365,12.694,11.81,515.375,20.31
BSM-0541,Free State,Heifer,7,25.2,87.5,2.8,7,0,Healthy,Improved Pasture,2.1,7.9,63.1,5.9,No,Positive,22.2,465,Winter,67.1,78.7,1513,Poor,279,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,0.943,,175.5,48.62,0.61,49.23,1378.44,292.82,64.55,357.37,900.0,1735.81,835.81,2.43,No,No,No,No,0,48.62,0.61,49.23,292.82,64.55,900.0,1735.81,835.81,2.43,48.62,0.61,49.23,292.82,64.55,900.0,1735.81,835.81,0.943,2.428,0.0,0.0,0.0
BSM-0542,North West,Bull,61,28.4,489.0,4.2,8,0,Healthy,Native Veld,11.95,15.7,56.3,53.0,Yes,Positive,26.8,429,Spring,32.7,83.5,1336,Poor,216,Rotational,Up to date,Regular,Intensive,Natural mating,Digital,1.393,,231.0,120.0,15.0,135.0,3780.0,319.05,730.03,1049.08,420.08,4829.08,4409.0,8.67,No,Yes,No,No,1,120.0,15.0,135.0,319.05,730.03,420.08,4829.08,4409.0,8.67,101.265,15.0,116.265,319.05,617.653,420.08,4192.123,3772.043,1.3753,7.514,18.735,636.957,14.45
BSM-0543,Limpopo,Cow,26,30.1,200.4,2.6,5,0,Healthy,Crop Residue,5.13,15.5,63.0,12.1,Yes,Positive,28.9,452,Winter,61.6,90.2,488,Good,126,Rotational,Up to date,Occasional,Semi-intensive,Natural mating,Manual,0.916,78.9,175.8,120.0,6.4,126.4,3539.2,240.37,309.4,549.77,900.0,4088.97,3188.97,9.54,Yes,No,No,Yes,2,120.0,6.4,126.4,240.37,309.4,900.0,4088.97,3188.97,9.54,105.432,6.4,111.832,92.35,273.906,913.671,3497.552,2583.881,1.0061,7.036,14.568,605.089,18.97
BSM-0544,North West,Cow,39,33.2,463.5,4.7,8,0,Mild Illness,Native Veld,8.89,8.7,56.6,36.5,Yes,Neutral,18.6,361,Autumn,47.5,70.2,999,Poor,288,Continuous,Not vaccinated,Occasional,Intensive,Natural mating,Digital,0.9,50.1,228.0,120.0,15.0,135.0,3780.0,291.25,300.95,592.2,111.88,4372.2,4260.32,12.97,No,No,No,No,0,120.0,15.0,135.0,291.25,300.95,111.88,4372.2,4260.32,12.97,120.0,15.0,135.0,291.25,300.95,111.88,4372.2,4260.32,0.9,12.969,0.0,0.0,0.0
BSM-0545,North West,Steer,9,30.4,102.4,3.3,3,0,Healthy,Crop Residue,2.7,8.5,51.2,7.2,Yes,Neutral,20.7,444,Summer,68.4,76.1,1086,Fair,251,Strip,Up to date,Regular,Semi-intensive,Natural mating,,0.344,,175.1,69.76,2.96,72.72,2036.16,263.77,89.3,353.07,900.0,2389.23,1489.23,11.86,No,No,Yes,No,1,69.76,2.96,72.72,263.77,89.3,900.0,2389.23,1489.23,11.86,59.626,2.96,62.586,244.638,89.3,924.932,2086.346,1161.414,0.344,9.25,10.134,327.816,22.01
BSM-0546,North West,Cow,63,30.5,480.8,2.6,8,1,Healthy,Mixed,12.05,9.2,50.1,45.8,Yes,Positive,24.1,534,Winter,73.2,82.7,1194,Good,120,Rotational,Up to date,,Extensive,Natural mating,Digital,0.453,82.1,209.3,120.0,4.8,124.8,3494.4,284.43,431.37,715.8,900.0,4210.2,3310.2,20.02,No,No,No,No,0,120.0,4.8,124.8,284.43,431.37,900.0,4210.2,3310.2,20.02,120.0,4.8,124.8,284.43,431.37,900.0,4210.2,3310.2,0.453,20.02,0.0,0.0,0.0
BSM-0547,Limpopo,Heifer,16,32.5,141.8,3.3,8,0,Healthy,Improved Pasture,3.37,11.6,52.2,10.7,Yes,Neutral,22.1,497,Spring,48.2,76.6,735,Fair,179,Rotational,Not vaccinated,Regular,Extensive,Both,Manual,0.865,,196.3,74.97,1.87,76.84,2151.52,343.1,152.11,495.21,900.0,2646.73,1746.73,5.53,Yes,No,Yes,Yes,3,74.97,1.87,76.84,343.1,152.11,900.0,2646.73,1746.73,5.53,57.422,1.87,59.292,71.447,139.257,954.848,1870.88,916.032,0.9324,2.692,17.548,830.698,47.56
BSM-0548,North West,Cow,104,26.9,996.4,3.2,3,1,Healthy,Improved Pasture,26.8,12.1,67.4,75.3,Yes,Neutral,22.7,402,Spring,56.3,78.5,972,Fair,114,Continuous,Up to date,Regular,Intensive,AI,Manual,1.384,65.5,186.5,120.0,15.0,135.0,3780.0,451.59,1261.81,1713.4,714.83,5493.4,4778.57,9.46,No,No,No,No,0,120.0,15.0,135.0,451.59,1261.81,714.83,5493.4,4778.57,9.46,120.0,15.0,135.0,451.59,1261.81,714.83,5493.4,4778.57,1.384,9.46,0.0,0.0,0.0
BSM-0549,North West,Bull,64,29.5,482.7,3.3,3,0,Healthy,Improved Pasture,12.07,9.0,71.2,43.1,Yes,Negative,24.3,362,Summer,35.9,79.3,1131,Fair,226,Rotational,Not vaccinated,Regular,Semi-intensive,Natural mating,Manual,1.264,,170.2,120.0,14.92,134.92,3777.76,384.86,422.69,807.55,750.51,4585.31,3834.8,8.31,No,Yes,No,No,1,120.0,14.92,134.92,384.86,422.69,750.51,4585.31,3834.8,8.31,92.044,14.92,106.964,384.86,367.297,750.51,3747.149,2996.639,1.2558,6.538,27.956,838.161,21.86
BSM-0550,Free State,Heifer,23,30.5,240.6,3.8,5,0,Healthy,Native Veld,4.82,13.8,59.4,23.9,Yes,Positive,16.2,415,Autumn,50.8,66.2,1286,Fair,254,Strip,Up to date,Regular,Intensive,Natural mating,Digital,0.674,,198.1,120.0,15.0,135.0,3780.0,299.08,258.82,557.9,900.0,4337.9,3437.9,13.97,No,No,Yes,No,1,120.0,15.0,135.0,299.08,258.82,900.0,4337.9,3437.9,13.97,107.044,15.0,122.044,269.872,258.82,941.251,3945.924,3004.673,0.674,12.214,12.956,433.227,12.6
BSM-0551,North West,Steer,7,31.4,87.4,3.6,8,0,Healthy,Native Veld,1.95,9.8,61.3,5.9,Yes,Positive,20.3,549,Winter,48.0,73.3,949,Good,173,Continuous,Up to date,Occasional,Extensive,AI,,0.897,,179.0,50.58,0.74,51.32,1436.96,184.21,74.36,258.57,900.0,1695.53,795.53,2.43,No,No,No,No,0,50.58,0.74,51.32,184.21,74.36,900.0,1695.53,795.53,2.43,50.58,0.74,51.32,184.21,74.36,900.0,1695.53,795.53,0.897,2.43,0.0,0.0,0.0
BSM-0552,Free State,Heifer,16,32.2,187.0,2.4,6,0,Healthy,Improved Pasture,4.29,15.3,53.2,13.2,Yes,Positive,23.5,389,Winter,39.2,78.2,1594,Poor,119,Strip,Up to date,Regular,Extensive,Natural mating,Manual,0.908,,172.8,94.16,1.7,95.86,2684.08,331.09,255.4,586.49,412.53,3270.57,2858.04,8.62,No,No,Yes,Yes,2,94.16,1.7,95.86,331.09,255.4,412.53,3270.57,2858.04,8.62,82.852,1.7,84.552,72.165,255.4,434.973,2695.021,2260.048,0.908,6.819,11.308,597.992,20.92
BSM-0553,North West,Heifer,18,36.5,152.4,2.2,3,0,Recovered,Crop Residue,2.83,12.9,62.1,11.4,Yes,Negative,20.3,480,Summer,74.7,76.0,1201,Poor,257,Continuous,Partial,Occasional,Extensive,AI,,1.054,,226.8,70.45,0.96,71.41,1999.48,227.82,142.05,369.87,764.91,2369.35,1604.44,4.17,No,No,No,No,0,70.45,0.96,71.41,227.82,142.05,764.91,2369.35,1604.44,4.17,70.45,0.96,71.41,227.82,142.05,764.91,2369.35,1604.44,1.054,4.171,0.0,0.0,0.0
BSM-0554,North West,Steer,9,34.7,94.5,4.2,7,0,Healthy,Improved Pasture,2.6,10.9,53.2,11.2,Yes,Neutral,24.8,598,Winter,37.4,80.4,1207,Fair,126,Rotational,Partial,Regular,Extensive,Both,,1.057,,203.7,56.43,1.14,57.57,1611.96,341.96,110.27,452.23,900.0,2064.19,1164.19,3.02,No,No,No,No,0,56.43,1.14,57.57,341.96,110.27,900.0,2064.19,1164.19,3.02,56.43,1.14,57.57,341.96,110.27,900.0,2064.19,1164.19,1.057,3.018,0.0,0.0,0.0
BSM-0555,Free State,Cow,102,29.7,802.7,3.7,8,6,Healthy,Native Veld,15.48,14.1,63.4,67.3,Yes,Neutral,23.0,355,Summer,61.8,79.6,1675,Good,149,Strip,Up to date,Regular,Extensive,AI,Manual,1.169,68.5,206.1,120.0,5.88,125.88,3524.64,145.24,849.3,994.54,900.0,4519.18,3619.18,8.48,No,Yes,Yes,Yes,3,120.0,5.88,125.88,145.24,849.3,900.0,4519.18,3619.18,8.48,81.448,5.88,87.328,21.254,736.811,949.694,3203.249,2253.555,1.1716,5.27,38.552,1365.625,37.73
BSM-0556,North West,Cow,113,31.2,901.6,3.1,3,6,Mild Illness,Improved Pasture,22.52,14.4,70.5,86.5,Yes,Positive,19.1,599,Summer,74.5,73.8,1056,Fair,62,Strip,Up to date,Regular,Extensive,Natural mating,,0.327,70.9,180.2,120.0,9.08,129.08,3614.24,312.88,1261.84,1574.72,900.0,5188.96,4288.96,35.93,No,Yes,No,No,1,120.0,9.08,129.08,312.88,1261.84,900.0,5188.96,4288.96,35.93,96.605,9.08,105.685,312.88,1067.057,900.0,4339.117,3439.117,0.3307,28.492,23.395,849.843,19.81
BSM-0557,Limpopo,Heifer,9,31.0,98.2,4.4,6,0,Healthy,Crop Residue,2.26,9.6,54.3,7.3,Yes,Positive,22.8,520,Autumn,75.6,80.6,545,Fair,82,Continuous,Up to date,Occasional,Semi-intensive,AI,,1.338,,185.4,51.31,2.89,54.2,1517.6,279.05,84.42,363.47,900.0,1881.07,981.07,2.01,Yes,No,No,No,1,51.31,2.89,54.2,279.05,84.42,900.0,1881.07,981.07,2.01,42.777,2.89,45.667,279.05,77.286,900.0,1635.012,735.012,1.4294,1.409,8.533,246.058,25.08
BSM-0558,Limpopo,Cow,85,30.5,1046.0,3.2,5,0,Healthy,Improved Pasture,19.1,10.1,66.8,93.5,Yes,Positive,27.9,672,Summer,69.7,89.2,683,Poor,92,Continuous,Up to date,Regular,Extensive,Natural mating,,0.377,78.1,183.8,120.0,8.0,128.0,3584.0,346.51,750.63,1097.14,491.71,4681.14,4189.43,30.45,Yes,No,No,No,1,120.0,8.0,128.0,346.51,750.63,491.71,4681.14,4189.43,30.45,99.851,8.0,107.851,346.51,668.483,491.71,4034.821,3543.111,0.3968,24.464,20.149,646.319,15.43
BSM-0559,Free State,Heifer,6,32.8,99.4,4.4,8,0,Healthy,Improved Pasture,2.71,15.4,50.5,6.4,Yes,Neutral,22.3,300,Winter,38.8,76.0,1506,Poor,205,Rotational,Up to date,Regular,Extensive,Natural mating,,0.824,,198.4,58.86,1.89,60.75,1701.0,336.5,162.39,498.89,760.31,2199.89,1439.58,4.79,No,No,Yes,Yes,2,58.86,1.89,60.75,336.5,162.39,760.31,2199.89,1439.58,4.79,52.062,1.89,53.952,118.386,162.39,818.808,1791.432,972.624,0.824,3.234,6.798,466.956,32.44
BSM-0560,North West,Steer,8,26.4,94.0,2.9,3,0,Healthy,Crop Residue,2.49,8.5,58.3,5.8,Yes,Positive,21.6,585,Summer,70.9,78.0,1250,Poor,136,Continuous,Up to date,Regular,Semi-intensive,Natural mating,,1.312,,206.0,63.61,2.63,66.24,1854.72,316.13,82.36,398.49,716.13,2253.21,1537.08,3.21,No,No,No,No,0,63.61,2.63,66.24,316.13,82.36,716.13,2253.21,1537.08,3.21,63.61,2.63,66.24,316.13,82.36,716.13,2253.21,1537.08,1.312,3.21,0.0,0.0,0.0
BSM-0561,Free State,Cow,48,34.6,448.6,2.2,3,2,Healthy,Improved Pasture,10.43,7.4,52.4,39.5,No,Positive,20.4,420,Winter,43.8,73.1,1221,Fair,24,Rotational,Up to date,Occasional,Extensive,Both,Manual,0.836,74.8,189.2,120.0,4.89,124.89,3496.92,306.94,300.32,607.26,900.0,4104.18,3204.18,10.5,No,No,No,No,0,120.0,4.89,124.89,306.94,300.32,900.0,4104.18,3204.18,10.5,120.0,4.89,124.89,306.94,300.32,900.0,4104.18,3204.18,0.836,10.501,0.0,0.0,0.0
BSM-0562,Limpopo,Cow,46,37.1,388.8,4.8,7,5,Healthy,Improved Pasture,7.89,11.1,57.8,32.6,Yes,Neutral,27.9,676,Summer,76.1,89.8,735,Poor,95,Rotational,Up to date,Occasional,Semi-intensive,Natural mating,Digital,0.37,90.7,170.2,120.0,8.59,128.59,3600.52,382.76,340.78,723.54,870.96,4324.06,3453.1,25.57,Yes,Yes,No,No,2,120.0,8.59,128.59,382.76,340.78,870.96,4324.06,3453.1,25.57,81.93,8.59,90.52,382.76,248.394,870.96,3165.714,2294.754,0.3841,16.368,38.07,1158.346,33.55
BSM-0563,Limpopo,Heifer,23,31.2,179.0,3.2,7,0,Healthy,Mixed,3.44,14.2,53.8,12.2,Yes,Positive,22.3,484,Autumn,65.5,78.7,668,Good,102,Rotational,Up to date,Regular,Extensive,Both,,0.552,,209.0,82.95,0.9,83.85,2347.8,278.93,190.07,469.0,900.0,2816.8,1916.8,9.51,Yes,No,Yes,Yes,3,82.95,0.9,83.85,278.93,190.07,900.0,2816.8,1916.8,9.51,60.315,0.9,61.215,55.546,172.861,955.677,1942.427,986.75,0.5847,4.624,22.635,930.05,48.52
BSM-0564,Limpopo,Cow,61,31.1,502.4,4.4,8,2,Healthy,Native Veld,10.87,13.9,58.2,50.9,No,Positive,27.7,593,Autumn,69.3,88.8,785,Good,79,Continuous,Up to date,,Semi-intensive,Natural mating,Manual,0.937,78.3,190.8,120.0,13.34,133.34,3733.52,165.47,587.92,753.39,900.0,4486.91,3586.91,10.49,Yes,No,Yes,No,2,120.0,13.34,133.34,165.47,587.92,900.0,4486.91,3586.91,10.49,95.428,13.34,108.768,153.622,534.322,942.359,3733.448,2791.089,1.0109,7.564,24.572,795.821,22.19
BSM-0565,North West,Heifer,11,32.5,133.2,2.8,3,0,Healthy,Mixed,2.74,15.3,59.2,15.9,Yes,Positive,22.7,372,Summer,34.3,76.3,1388,Good,126,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Digital,0.397,,154.0,64.17,4.38,68.55,1919.4,341.6,163.12,504.72,900.0,2424.12,1524.12,10.52,No,No,No,No,0,64.17,4.38,68.55,341.6,163.12,900.0,2424.12,1524.12,10.52,64.17,4.38,68.55,341.6,163.12,900.0,2424.12,1524.12,0.397,10.518,0.0,0.0,0.0
BSM-0566,North West,Cow,44,35.1,473.3,3.9,8,0,Recovered,Native Veld,10.92,11.8,56.6,39.6,No,Negative,22.3,586,Summer,59.1,78.0,1099,Poor,136,Strip,Not vaccinated,Regular,Intensive,AI,Digital,0.766,72.7,136.6,120.0,15.0,135.0,3780.0,339.04,501.39,840.43,238.39,4620.43,4382.04,15.67,No,No,No,No,0,120.0,15.0,135.0,339.04,501.39,238.39,4620.43,4382.04,15.67,120.0,15.0,135.0,339.04,501.39,238.39,4620.43,4382.04,0.766,15.673,0.0,0.0,0.0
BSM-0567,North West,Heifer,21,31.0,230.4,4.6,3,0,Healthy,Native Veld,6.37,7.9,64.4,22.5,Yes,Neutral,20.3,368,Summer,71.1,75.6,1271,Poor,101,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,0.662,,197.4,120.0,2.36,122.36,3426.08,170.57,195.81,366.38,900.0,3792.46,2892.46,11.97,No,No,No,No,0,120.0,2.36,122.36,170.57,195.81,900.0,3792.46,2892.46,11.97,120.0,2.36,122.36,170.57,195.81,900.0,3792.46,2892.46,0.662,11.971,0.0,0.0,0.0
BSM-0568,North West,Bull,41,34.8,269.9,2.1,7,0,Healthy,Mixed,6.41,12.3,70.2,31.8,Yes,Negative,18.5,389,Autumn,73.1,72.6,1285,Good,160,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.197,,169.3,120.0,2.77,122.77,3437.56,261.47,306.79,568.26,900.0,4005.82,3105.82,7.11,No,Yes,No,No,1,120.0,2.77,122.77,261.47,306.79,900.0,4005.82,3105.82,7.11,101.338,2.77,104.108,261.47,254.024,900.0,3430.518,2530.518,1.2144,5.709,18.662,575.302,18.52
BSM-0569,Free State,Heifer,22,33.5,200.0,4.5,6,0,Healthy,Native Veld,5.38,14.0,58.8,22.0,No,Positive,18.0,383,Spring,31.4,67.5,1766,Good,241,Rotational,Up to date,Regular,Extensive,Natural mating,Digital,0.421,,200.8,120.0,2.37,122.37,3426.36,164.73,293.08,457.81,900.0,3884.17,2984.17,19.42,No,No,No,No,0,120.0,2.37,122.37,164.73,293.08,900.0,3884.17,2984.17,19.42,120.0,2.37,122.37,164.73,293.08,900.0,3884.17,2984.17,0.421,19.42,0.0,0.0,0.0
BSM-0570,Limpopo,Cow,68,39.1,433.3,3.7,4,6,Recovered,Crop Residue,10.62,7.8,54.2,38.0,Yes,Negative,22.4,558,Summer,77.0,80.0,794,Poor,89,Continuous,Not vaccinated,Occasional,Extensive,Natural mating,Digital,1.051,81.6,170.6,120.0,4.12,124.12,3475.36,246.31,322.32,568.63,604.88,4043.99,3439.11,8.97,No,No,No,No,0,120.0,4.12,124.12,246.31,322.32,604.88,4043.99,3439.11,8.97,120.0,4.12,124.12,246.31,322.32,604.88,4043.99,3439.11,1.051,8.965,0.0,0.0,0.0
